Gene name	Human gene name
Gm13954	
Lcn12	LCN12
	
	
	
Gm52182	
	
Mast2	MAST2
	
	
Gm42777	
	
Abcd3	ABCD3
C8g	C8G
Gm16537	
Rnf181	
	
	
	
	
	
Hmgn2-ps	
	
	
Klf2	KLF2
	
	
Gm45779	
I730030J21Rik	
Gm11722	
Calr3	CALR3
Gm11649	
Asgr2	ASGR2
Cdc25b	CDC25B
	
	
	
Gm56742	
	
	
	
Gm55871	
Gm50249	
	
Gm55872	
Gm41333	
Kifc1	KIFC1
Vamp5	VAMP5
	
	
	
	
	
Gm49066	
Gm56691	
	
	
	
	
	
Vamp8	VAMP8
	
Gm3835	
	
	
Ggcx	GGCX
1700030K09Rik	C19orf44
	
4930413F20Rik	
	
Gm14569	KIAA1210
	
Tbc1d10a	TBC1D10A
	
Magea2	MAGEA10
	
Gm34794	
Gm24268	
Magea5	MAGEA10
Kcnj9	KCNJ9
	
	
	
	
Magea1	MAGEA10
	
Cldn34b2	CLDN34
Cherp	CHERP
Gm25429	
Gm4997	
Amd-ps1	
Gm8595	
Gm15157	
Sat1	SAT1
Gm36937	
Kcnj10	KCNJ10
	
Mat2a	MAT2A
Pigm	PIGM
Adgre4	
	
Gm37145	
Slamf9	SLAMF9
	
	
	
	
	
	
Gm15569	
Uchl5	UCHL5
Castor1	CASTOR1
Arhgap45	ARHGAP45
Snhg18	
Gm43609	
4633401B06Rik	
	
Gm42776	
Gm11956	
Mgl2	CLEC10A
Gm56090	
Gm42593	
Gm17157	
	
Arhgap29	ARHGAP29
Nedd4	NEDD4
	
Particl	
Rps8-ps3	
Gm18365	
Rps19-ps14	
	
Hoxa1	HOXA1
	
Gm18417	
Zfp119a	
	
4921515G04Rik	
Zfp959	
Rpl21-ps6	
	
	
Gm56050	
Zfp119b	
Gm56051	
	
Gm56052	
Gm56053	
	
Hoxa2	HOXA2
	
	
	
Ebi3	EBI3
	
	
	
	
Gm15159	
	
Hoxa3	HOXA3
	
	
	
	
Gm14983	
	
Yju2	YJU2
Diaph2	DIAPH2
	
	
Fbxw5	FBXW5
Evx1	EVX1
Gm41396	
Gm8129	
Gm15054	
4930443G03Rik	
Gm37269	
Gm43940	
Gm5854	
Shd	SHD
Gm2651	
Gm9130	
Dpysl2	DPYSL2
Gm42960	
Gm18222	
Osm	OSM
Gm43196	
Gm43198	
	
Gm43197	
	
Samd9l	SAMD9L
	
	
Mir7068	
	
Slc35e1	SLC35E1
Gm10373	
Hepacam2	HEPACAM2
Lif	LIF
	
	
Gm14541	
	
	
	
	
	
	
	
Gm4544	
Med26	MED26
Gm18646	
Gm55787	
Gm24803	
Fsd1	FSD1
Smim7	SMIM7
	
Hormad2	HORMAD2
	
	
Gm5464	
	
	
Pnma2	PNMA2
	
	
	
Vps50	VPS50
	
	
Gm49452	
4930445E18Rik	
4930578I07Rik	
Gm43810	
Gm9570	
Gm56185	RN7SKP136
Gm43811	
Gm24258	
Gm17130	
Bnip3l	BNIP3L
Ctrc	
Gm10463	
Tmem38a	TMEM38A
Gm13901	
Kcna4	KCNA4
Fosl2	FOSL2
Gm23439	
Gm23749	
Gm13912	
Ncdn	NCDN
	
Gm13916	
Stap2	STAP2
Gm13915	
Gm13913	
	
Gm29170	
Garnl3	GARNL3
	
	
Gm26335	RNU6-618P
	
Gm25663	SCARNA18B
Gm9555	
Rgs2	RGS2
Lat2	LAT2
	
Zcchc14	ZCCHC14
	
	
	
	
	
	
A530064N14Rik	
Gm7265	
	
Gm37955	
5330439K02Rik	
Ppp2r2a	PPP2R2A
Trak1	TRAK1
	
Septin4	
	
	
Gm14984	
Gm56705	
Gm14987	
	
Gm7781	
	
	
Gm14982	
1700012I11Rik	
	
Rgs13	RGS13
	
Mpnd	MPND
Scml1	
AU040320	KIAA0319L
Nhs	NHS
Pomk	POMK
Gm15202	
	
Gm26317	
Gm23794	RNU6-200P
Gm54996	5S_rRNA
Gm54997	RN7SKP283
	
	
Gm14990	
Gm14995	
Gm42544	
Kir3dl2	
Tdpoz9-ps1	SPOP
Rbm6-ps2	
Gm54601	
Fnta	FNTA
Mycbp2	MYCBP2
Igsf9	IGSF9
Ash1l	ASH1L
	
	
Gm14991	
Kir3dl1	
	
	
	
Hook3	HOOK3
	
	
	
Gm3924	
	
	
	
Gm41318	
Gm24403	
Gm56715	
Rusc1	RUSC1
Gm16576	
Gm15006	
Gm15003	
Gm15005	
Polr2e	POLR2E
Gm15004	
Tceal3	TCEAL6
Tceal3	TCEAL3
	
	
	
	
1700120C14Rik	
Gm19187	
Oca2	OCA2
Gm15010	
Gm54805	
Gm45411	
Tceal1	TCEAL1
Gm45413	
Rnf170	RNF170
Morf4l2	MORF4L2
Gpx4	GPX4
	
	
	
	
	
Gm16276	
Sh3gl1	SH3GL1
	
	
	
	
	
	
	
Gm2682	
Rgs1	RGS1
Gm44506	
Gabrg3	GABRG3
Chaf1a	CHAF1A
Gm13914	
Rpl35a-ps4	
Gm41331	
Hadhb-ps	
Gm38299	
Mettl15	METTL15
Gm44979	
Eif4h	EIF4H
C230053D17Rik	
Gm47092	
Gm17984	
Cck	CCK
Gm44976	
Gm44977	
Gm17987	
Gm18642	
Or52m1	OR52M1
	
Gm56417	
	
Ubxn6	UBXN6
Ptpn1	PTPN1
Sbno2	SBNO2
Gabra5	GABRA5
	
	
	
	
	
	
	
Gm47095	
	
Fdps	FDPS
Gm38661	
Lyzl4	LYZL4
Gm7266	
Rgs21	RGS21
BC065397	
Gm24161	
Gm25604	
Gm56327	
Zmym4	ZMYM4
Gm43294	
Tagln2	TAGLN2
Calcr	CALCR
	
	
	
	
Gm32885	
Gm2996	
Clec10a	CLEC10A
Or51h1	
Or52i2	OR52I2
Or52i2	OR52I1
Gm45687	
Trim68	TRIM68
Rgs18	RGS18
Gm47097	
Vipr1	VIPR1
Kif18a	KIF18A
Hdgfl2	HDGFL2
Gm45527	
Gm8856	
Or51d1	OR51D1
Gm22681	RNU6-246P
Gm56328	
Gm6550	
Gm5262	
Or51e1	OR51E1
Gm25460	
Gm28392	
Gm38269	
Gm5263	
Gm38187	
Gm45688	
Brinp3	BRINP3
Or51a39	
Limk1	LIMK1
	
Glra4	
Gm49113	
	
Or51a25	
Gm22935	RNU6-839P
Gm29704	
Sec22c	SEC22C
	
Pklr	PKLR
	
Gm45692	
	
Gabrb3	GABRB3
Gm45251	
Gm49476	
Gm45250	
Thap1	THAP1
	
1700010B13Rik	
	
Gm15009	
Plp1	PLP1
	
	
Gm55672	
	
Gm50479	
Gm55677	
Hgsnat	HGSNAT
	
	
Mir653	
Mir489	MIR489
Gm44221	
Gm33049	
Tfpi2	TFPI2
	
Gm56720	
	
	
	
Gm49162	
Gm13924	
Gm13925	
Gm20638	
A230059L01Rik	
Ripor3	RIPOR3
Gm56692	
1700047G03Rik	
Gm37749	
Gm9931	
Gm17867	
Gm38284	
Gm29516	
Gngt1	GNGT1
Gm29515	
Gm22966	
Ss18l2	SS18L2
Gm19891	
Gm18505	
Cfap45	CFAP45
	
4930483J18Rik	
Gng11	GNG11
1700003E24Rik	
Gm24123	SNORD12B
Bet1	
BC061195	
Gm23454	SNORA16B
Gm23454	SNORA16A
Gm23454	
Gm23454	
	
	
Gm12939	
Gm12940	
	
Gm4654	
	
Gm34678	
Scel	SCEL
Bdnf	BDNF
Gm12941	
Helz	HELZ
Nktr	NKTR
Zmym1	ZMYM1
	
	
Gm31462	
Gm44055	
Arx	ARX
Gm48923	
Hcn3	HCN3
Gm44057	
Gm8602	
	
Gm44379	
	
Gm44380	
	
Gm56064	RN7SKP276
Gm2522	
Mir6389	
Gm44853	
Gm37883	
Gm43921	
Gm44708	
	
Gm18289	
Gm5596	
Gm26696	
Gm34272	
Stk11	STK11
Casd1	CASD1
1700001L05Rik	
Gm18127	
Gm23911	
Gm26288	
Gm44852	
Gm45157	
Ankrd27	ANKRD27
Scamp3	SCAMP3
Gan	GAN
	
Gpr165	
Vsig8	VSIG8
Gm17597	
Plin4	PLIN4
	
	
Gm56710	
Gm16394	
	
Gm14803	
Gm12944	
	
Plb1	PLB1
	
Zmym6	ZMYM6
Gm9059	
	
	
	
Gm13932	
Gm9060	
	
Lin7c	LIN7C
	
Pgr15l	
Adgrl1	ADGRL1
	
Plin5	PLIN5
	
	
	
	
Gm56718	
Slamf8	SLAMF8
	
BC048602	
	
Gm14777	
Gm5941	
	
	
	
Fcrl6	
A230072C01Rik	
Gm31282	
	
	
	
Ralgps1	RALGPS1
Entrep3	ENTREP3
Dusp23	DUSP23
Gm2710	
Gm56331	
Crp	CRP
Gm49126	
Lrg1	LRG1
Gm24817	
9430083B18Rik	
	
Apcs	APCS
Gm44432	
Sema6b	SEMA6B
Slain1	SLAIN1
Sgce	SGCE
Gm26077	
4930571N24Rik	
Or10j5	OR10J5
Gm42472	
Gm42475	
Or10f1-ps1	
Or10j27	
Gm25600	RNU6-174P
Tmem35b	TMEM35B
Gm33531	
Or10j28-ps1	
Gm12943	
Dlgap3	DLGAP3
	
Or10j7	
	
Gm56731	
	
	
	
	
	
Tnfaip8l1	TNFAIP8L1
Or10j3	OR10J3
Hotair	
Unc13c	UNC13C
	
	
Gm23269	RNU6-271P
	
Gba1	GBA1
Gm54680	
Mydgf	MYDGF
Or10j3b	OR10J3
	
Gm54443	
	
Slain1os	
	
Rubcnl	RUBCNL
	
Gm49497	
Atp5f1d	ATP5F1D
Fcer1a	FCER1A
Dpp9	DPP9
	
	
	
	
Gm17025	
	
Or10j2	
Gm56738	
	
Mptx2	
	
	
Ackr1	ACKR1
	
	
	
	
	
Midn	MIDN
Cadm3	CADM3
Gm2895	
Mir6932	
Cacng1	CACNG1
Gm49298	
Rps12-ps2	
Spryd7	SPRYD7
Gm43737	
Rtca	RTCA
Sfpq	SFPQ
Slc16a11	SLC16A11
Gm37611	
Gm27148	
Gm56111	
Gm37326	
n-R5s86	
Wdr72	WDR72
Gm56709	
	
	
	
	
	
	
	
	
	
Gm49457	
Vmn1r-ps136	
Trim13	TRIM13
	
	
	
	
	
C230037L18Rik	
Kcnrg	KCNRG
Gm49879	
A230051N06Rik	
Mir7b	
Fem1a	FEM1A
Gm27010	
4930453H23Rik	
Gm54465	
Gm26916	
Ticam1	TICAM1
Mir16-1	
Mir15a	MIR15A
Gm54467	
Gm54468	
Gm54469	
Gm37420	
Gm37820	
Gm49130	
Plin3	PLIN3
Ngdn	NGDN
Gm6938	
Gm24141	
Nr1h2-ps	
Dbt	DBT
Gm28622	
Gm5124	
Gm47786	
Gm27189	
Cacng4	CACNG4
Cct3-ps1	
Gm27233	
Aim2	AIM2
Or13c25	OR13C8
Gm22315	
Gm20649	
Ssxa1	SSX1
Ssxa1	SSX3
Ssxa1	SSX2
Ssxa1	SSX5
Ssxa1	SSX4
Ssxa1	SSX2B
Ssxa1	SSX7
Ssxa1	SSX4B
Gm28182	
Onecut1	ONECUT1
Cirbp	CIRBP
Gm14634	
Arrdc5	ARRDC5
Gm23546	
Or13d1	OR13D1
Lgr4	LGR4
Gm56293	
Gm56294	
Slc16a13	SLC16A13
Gm55412	
4930500G05Rik	
Uhrf1	UHRF1
Nipsnap3a	NIPSNAP3B
Gm14524	
	
Ano10	ANO10
AA414768	
Gm10364	
Gm14534	
5730405O15Rik	
Zfhx2	ZFHX2
Ifi206	PYHIN1
Ifi206	IFI16
	
	
Usp9x	USP9X
Gm4596	
Gm49106	
Gm43651	
Gm9761	
Lrrc39	LRRC39
Cacng5	CACNG5
Ifi214	PYHIN1
Ifi214	IFI16
Gm49107	
Thtpa	THTPA
Gm41271	
	
Nipsnap3b	NIPSNAP3B
	
Ap1g2	AP1G2
	
	
	
	
	
	
	
Gm49439	
Gm42940	
	
Trmt13	TRMT13
	
	
	
Fam174c	FAM174C
Bcl6b	BCL6B
	
Gm56726	
Gm56337	
Ifi213	PYHIN1
Ifi213	IFI16
Gm44121	
Gm26828	
Efna2	EFNA2
Gmfg-ps	
Or13d31-ps1	
	
Or13c7d	
	
	
Or13c7e-ps1	
	
Gm12492	
	
Ppp1r9a	PPP1R9A
Or13c7b	OR13C7
Gm33432	
Gm34759	
Mir497b	
Mir497	MIR497
Mir195a	MIR195
Or13c7c	OR13C7
Gm21988	
Gm20630	
Ifi209	PYHIN1
Ifi209	IFI16
Gm18513	
Dcbld1	DCBLD1
Or13c7	
	
Gm54906	
Gm54907	
Asf1b	ASF1B
Gm56744	
Gm22704	
Gm56265	
Or51h5	
Gm14234	
Gm2163	
Angptl2	ANGPTL2
	
Gm45579	
	
Prkca	PRKCA
Cited4	CITED4
	
Kcnq4	KCNQ4
	
	
Atp10a	ATP10A
	
	
	
Gm28876	
Samd1	
Gm56338	
Ifi208	PYHIN1
Ifi208	IFI16
Gm13537	
Gm56422	
Gm10830	
Zbtb34	ZBTB34
Mir8111	
Misp3	MISP3
Ccdc34	CCDC34
Gm7871	
Gm49477	
Ifi207	PYHIN1
Ifi207	IFI16
D930007P13Rik	
	
Mir1199	
Gm41335	
Palm3	PALM3
Ifi204	PYHIN1
Ifi204	IFI16
Gm49418	
Lepr	LEPR
Gm44936	
Gm44937	
Gopc	GOPC
Gm6226	
Sass6	SASS6
Gm44938	
	
Gm18453	
Gm9373	
Gm9375	
Gm45189	
Il27ra	IL27RA
Gm15615	
Gm13936	
Gm9377	
Gm36840	
Zbtb43	ZBTB43
Gm5864	
Gm44743	
Ppp1cb	PPP1CB
Gm44742	
9330162G02Rik	
Gm7897	
Mndal	MNDA
Pdcd5	PDCD5
Gm13937	
Gm22997	RNU6-47P
Bbox1	BBOX1
Gm52957	
Mir7223	
Apoh	APOH
Gm15027	
	
Gm14536	
Jph4	JPH4
Gm381	
Gm382	
Rln3	RLN3
Gm10643	
	
Rfx1	RFX1
	
Gm9435	
	PPP1R2C
Ofd1	OFD1
Gm38050	
Ifi211	MNDA
Fibin	FIBIN
Eln	ELN
Gm47580	
Rps19-ps10	
Or52r1b	OR52R1
Gm13935	
Nepn	
Lmx1b	LMX1B
Or52c1-ps1	
Ifi203	PYHIN1
Ifi203	IFI16
Or52s1b	
Gm11667	
Mtmr4	MTMR4
Or52j3	OR52J3
Nus1	NUS1
	
	
	
Gm49020	
	
Or52s1	
	
Gm23596	
Gm46455	
Dhrs2	DHRS2
Or52e3	
Gm26814	
Gm26736	
Gm26556	
Pon1	PON1
Or52e51-ps1	
	
Mir8106	
Gm47126	
Dpy19l3	DPY19L3
	
Abhd5	ABHD5
	
	
Gm47608	
Gm47607	
Trappc2	TRAPPC2B
	
Gm47609	
Gm19510	
Gm47610	
Ranbp2	RANBP2
Gm19276	
	
Gm49021	
	
Gm49022	
	
Gm47907	
	
Gm47909	
	
Gm47921	
	
Mir3075	
Gm49319	
	
	
Rubie	
	
4933425B07Rik	
Gm38011	
Mir709	
Gm13529	
Dcaf15	DCAF15
Gm44250	
9430024E24Rik	
Pon3	PON3
Mvb12b	MVB12B
Gm18761	
4930478M13Rik	
D330046F09Rik	
Gm42893	
Mfsd14a	MFSD14A
	
Gm48924	
Cdkn3	CDKN3
Rab9	RAB9A
Gsdmcl2	
Gm15229	SAXO1
Gm15223	
Tceanc	TCEANC
Gm56688	
Kdm4b	KDM4B
Egfl6	EGFL6
Gm47129	
Mir138-1	
Bcl2l10	
Gm42457	
Gm43191	
Pon2	PON2
Usp17ld	
Gm56436	
	
Gm16311	
Tmod3	TMOD3
4930512P04Rik	
Slc5a12	SLC5A12
Gm56379	
Gm56380	
Gm56381	RN7SKP221
Gm56381	RN7SKP60
Gm56381	RN7SKP63
Gm56381	RN7SKP131
Slc35a3	SLC35A3
Or52e19	
Ccdc138	CCDC138
Ifi202b	MNDA
	
Or52ab2	
Gm43312	
	
Gm43313	
Tmem270	TMEM270
	
Or52ab7	
Gm38563	
Gm15226	
Gm1720	
Arhgap17	ARHGAP17
Gm44424	
Asb4	ASB4
	
	
Cnih1	CNIH1
	
	
	
Gm18445	
Podnl1	PODNL1
Ifi205	MNDA
	
Pdk4	PDK4
	
Cldn13	CLDN4
Gm54976	
Gm18042	
Gm14887	
Edar	EDAR
Gm56723	
F9	F9
	
	
Gm50473	
Gm50474	
	
9030607J07Rik	
Gm49267	
Or10x1	OR10X1
Mettl27	METTL27
Gm46526	
Cc2d1a	CC2D1A
Gm48789	
	
Tmod2	TMOD2
	
Or10l1-ps1	
	ARPC1B
Gm14891	CCDC201
Gm8844	
Dync1i1	DYNC1I1
Gm56713	
	
Gm30691	
Mageb8-ps	
	MAGEB2
Or10x4	OR10X1
Gm48933	
Gm41	
Gm48939	
Mageb6-ps	
Or6p1	OR6Y1
Gmfb	GMFB
	
Gm18438	
Agl	AGL
	
	
Gm55493	
Gm6494	
Mageb7-ps	
Or6c200-ps1	
Gm55202	
Gm31458	
	
Or6c8	OR2AP1
Or6y1	OR6P1
Pdk3	PDK3
Or6c38	
Fmn2	FMN2
Or6c2b	
Or6c201	
Or6c202	
Gm55819	
Or6c203	
Or6c204	
	
Or6c63-ps1	
	
Gm2467	
	
	
	
Hbs1l	HBS1L
	
4930423K06Rik	
	
	
	
	
Gm15164	
AU015836	CHCHD4
	
	
Gm49442	
Grem2	GREM2
	
Gm15165	
Gm6987	
Fam236c	
4930445N06Rik	
	
Gm33203	
	
Rgs7	RGS7
Nfatc2	NFATC2
Gm14841	
Gm14837	
Gm21998	
Pabpc1l2b	PABPC1L2B
Pabpc1l2b	PABPC1L2A
	
Gm9143	
	
Pabpc1l2a	PABPC1L2B
Pabpc1l2a	PABPC1L2A
Gm3928	
Gm14838	
	
	
Gm48105	
Gm6206	
	
	
Has2os	
	
	
Ptprs	PTPRS
Nap1l2	NAP1L2
	
	
	
Cldn4	
Gm29266	
Gm9050	
Gm14847	
Gm49540	
Gm19200	
Cldn3	CLDN3
Gm14848	
	
Gm3931	
Rps29-ps	
Cdx4	CDX4
	
Gm43372	
Abhd11	ABHD11
	
4930433E05Rik	
Gm17189	
	
Gm15218	
Gm9516	
	
Chic1	CHIC1
	
	
	
Gm16573	
Gm49116	
	
	
Gm48822	
	
Gm43520	
Lysmd2	LYSMD2
Gm43521	
Pde5a	PDE5A
	
	
Pramel17	PRAMEF12
Pramel17	PRAMEF10
Pramel17	PRAMEF17
Pramel17	PRAMEF20
Pramel17	PRAMEF1
Pramel17	PRAMEF15
Pramel17	PRAMEF14
Pramel17	PRAMEF9
Pramel17	PRAMEF13
Pramel17	PRAMEF5
Pramel17	PRAMEF19
Pramel17	PRAMEF2
Pramel17	PRAMEF25
Pramel17	PRAMEF7
Pramel17	PRAMEF33
Pramel17	PRAMEF11
Pramel17	PRAMEF18
Pramel17	PRAMEF27
Pramel17	PRAMEF26
Pramel17	PRAMEF6
Pramel17	PRAMEF4
Pramel17	PRAMEF8
Hsf5	HSF5
	
	
Gm26952	
	
Gm4632	
	
Tsx	
	
Gm12791	
Gm12797	
Brme1	BRME1
C130073F10Rik	PRAMEF12
C130073F10Rik	PRAMEF10
C130073F10Rik	PRAMEF17
C130073F10Rik	PRAMEF20
C130073F10Rik	PRAMEF1
C130073F10Rik	PRAMEF15
C130073F10Rik	PRAMEF14
C130073F10Rik	PRAMEF9
C130073F10Rik	PRAMEF13
C130073F10Rik	PRAMEF5
C130073F10Rik	PRAMEF19
C130073F10Rik	PRAMEF2
C130073F10Rik	PRAMEF25
C130073F10Rik	PRAMEF7
C130073F10Rik	PRAMEF33
C130073F10Rik	PRAMEF11
C130073F10Rik	PRAMEF18
C130073F10Rik	PRAMEF27
C130073F10Rik	PRAMEF26
C130073F10Rik	PRAMEF6
C130073F10Rik	PRAMEF4
C130073F10Rik	PRAMEF8
	
Gm48917	
Zdhhc3	ZDHHC3
	
Gm41277	
0610010K14Rik	C17orf49
Gm12792	
Pramel18	PRAMEF12
Pramel18	PRAMEF10
Pramel18	PRAMEF17
Pramel18	PRAMEF20
Pramel18	PRAMEF1
Pramel18	PRAMEF15
Pramel18	PRAMEF14
Pramel18	PRAMEF9
Pramel18	PRAMEF13
Pramel18	PRAMEF5
Pramel18	PRAMEF19
Pramel18	PRAMEF2
Pramel18	PRAMEF25
Pramel18	PRAMEF7
Pramel18	PRAMEF33
Pramel18	PRAMEF11
Pramel18	PRAMEF18
Pramel18	PRAMEF27
Pramel18	PRAMEF26
Pramel18	PRAMEF6
Pramel18	PRAMEF4
Pramel18	PRAMEF8
	
	
	
Pramel19	PRAMEF12
Pramel19	PRAMEF10
Pramel19	PRAMEF17
Pramel19	PRAMEF20
Pramel19	PRAMEF1
Pramel19	PRAMEF15
Pramel19	PRAMEF14
Pramel19	PRAMEF9
Pramel19	PRAMEF13
Pramel19	PRAMEF5
Pramel19	PRAMEF19
Pramel19	PRAMEF2
Pramel19	PRAMEF25
Pramel19	PRAMEF7
Pramel19	PRAMEF33
Pramel19	PRAMEF11
Pramel19	PRAMEF18
Pramel19	PRAMEF27
Pramel19	PRAMEF26
Pramel19	PRAMEF6
Pramel19	PRAMEF4
Pramel19	PRAMEF8
	
	
Gm10860	
Gm49490	
Gm12790	PRAMEF12
Gm12790	PRAMEF10
Gm12790	PRAMEF17
Gm12790	PRAMEF20
Gm12790	PRAMEF1
Gm12790	PRAMEF15
Gm12790	PRAMEF14
Gm12790	PRAMEF9
Gm12790	PRAMEF13
Gm12790	PRAMEF5
Gm12790	PRAMEF19
Gm12790	PRAMEF2
Gm12790	PRAMEF25
Gm12790	PRAMEF7
Gm12790	PRAMEF33
Gm12790	PRAMEF11
Gm12790	PRAMEF18
Gm12790	PRAMEF27
Gm12790	PRAMEF26
Gm12790	PRAMEF6
Gm12790	PRAMEF4
Gm12790	PRAMEF8
	
Prame62	PRAMEF12
Prame62	PRAMEF10
Prame62	PRAMEF17
Prame62	PRAMEF20
Prame62	PRAMEF1
Prame62	PRAMEF15
Prame62	PRAMEF14
Prame62	PRAMEF9
Prame62	PRAMEF13
Prame62	PRAMEF5
Prame62	PRAMEF19
Prame62	PRAMEF2
Prame62	PRAMEF25
Prame62	PRAMEF7
Prame62	PRAMEF33
Prame62	PRAMEF11
Prame62	PRAMEF18
Prame62	PRAMEF27
Prame62	PRAMEF26
Prame62	PRAMEF6
Prame62	PRAMEF4
Prame62	PRAMEF8
Gm26992	
	
Tsix	
9630009A06Rik	
Gm12799	
Otud6b	OTUD6B
	
	
	
Xist	
Gm6878	
	
	
	
	
	
	
	
Gm55585	
Gm55586	
	
Gm55587	
	
Gm14861	
	
	
Rps12-ps1	
	
	
	
5730408A14Rik	
Stx1a	STX1A
Jpx	
Gm36307	
	
Gm26760	
	
Fh1	FH
	
Pip4p2	PIP4P2
4933432I03Rik	
Gm54957	
Nanos3	NANOS3
	
Mir181d	
Mir181c	MIR181C
Gm11860	
Gm37352	
Gm11852	
Gm11867	
Mir23a	MIR23A
Gm34643	
Mir27a	MIR27A
Mir24-2	
Mir3074-2	
Prkaca	PRKACA
Gm11854	
Gm11853	
Gm56229	
Gm56230	RN7SKP40
Gm11868	
Gm12392	
Gm12393	
Cngb3	CNGB3
	
Gm47202	
Gm34139	
Aldh8a1	ALDH8A1
Gm9364	
Gm34907	
Gm41289	
Fabp2	FABP2
Gm11877	
Gm56231	
Cpne3	CPNE3
Kmo	KMO
	
Exosc7	EXOSC7
	
	
Gm48385	
1700020N01Rik	
SMIM46	SMIM46
Pgbd5	PGBD5
	
1810037I17Rik	C4orf3
	
5830448L01Rik	
Ano3	ANO3
	
	
Gm29323	
Usp53	USP53
Gm23839	
A330035P11Rik	
Egr2	EGR2
	
	
4930548G14Rik	
	
Gm56752	
Gm55588	
Gm8417	
Gm9670	
Capn9	CAPN9
Gm14860	
	
	
Gm9785	
Gm8649	
Rmdn1	RMDN1
Gm27018	
Sem1	SEM1
Gm9157	
	
	
Ftx	
C330013E15Rik	
	
	
Gm10797	
Gm47574	
Ado	ADO
4930529K09Rik	
Gm18006	
Bud23	BUD23
Gm5873	
Gm56079	
Gm56080	
Gm44094	
Dlx6os2	
Gm56081	
Ptprb	PTPRB
Gm22155	
Gm26774	
Sdhaf3	SDHAF3
Gm27190	
Gm8669	
Gm44046	
Gm44048	
Cnbd1	CNBD1
	
Tac1	TAC1
Gm47159	
Gm49127	
Scg3	SCG3
Gm13080	
Gm13085	
	
Gm13082	
Gm13087	
Gm13081	
Gm13106	
	
Gm13108	
Gm56736	
Gm13104	
	
Gm13123	
Gm13120	
Gm30563	
Gm13130	
Gm13122	
2310022B05Rik	C1orf198
Cfap107	CFAP107
	
	
Gm44799	
2900027M19Rik	
	
Gm9944	
Gm44802	
	
Gm55737	
	
Aadacl3	AADACL3
Lig4	LIG4
	
	
	
	
	
Abhd13	ABHD13
	
Gm52990	
	
Gm13118	
	
Pramel16	PRAMEF12
Pramel16	PRAMEF10
Pramel16	PRAMEF17
Pramel16	PRAMEF20
Pramel16	PRAMEF1
Pramel16	PRAMEF15
Pramel16	PRAMEF14
Pramel16	PRAMEF9
Pramel16	PRAMEF13
Pramel16	PRAMEF5
Pramel16	PRAMEF19
Pramel16	PRAMEF2
Pramel16	PRAMEF25
Pramel16	PRAMEF7
Pramel16	PRAMEF33
Pramel16	PRAMEF11
Pramel16	PRAMEF18
Pramel16	PRAMEF27
Pramel16	PRAMEF26
Pramel16	PRAMEF6
Pramel16	PRAMEF4
Pramel16	PRAMEF8
Muc15	MUC15
Pramel14	PRAMEF12
Pramel14	PRAMEF10
Pramel14	PRAMEF17
Pramel14	PRAMEF20
Pramel14	PRAMEF1
Pramel14	PRAMEF15
Pramel14	PRAMEF14
Pramel14	PRAMEF9
Pramel14	PRAMEF13
Pramel14	PRAMEF5
Pramel14	PRAMEF19
Pramel14	PRAMEF2
Pramel14	PRAMEF25
Pramel14	PRAMEF7
Pramel14	PRAMEF33
Pramel14	PRAMEF11
Pramel14	PRAMEF18
Pramel14	PRAMEF27
Pramel14	PRAMEF26
Pramel14	PRAMEF6
Pramel14	PRAMEF4
Pramel14	PRAMEF8
Rnasek	RNASEK
Gm15938	
Pramel13	PRAMEF12
Pramel13	PRAMEF10
Pramel13	PRAMEF17
Pramel13	PRAMEF20
Pramel13	PRAMEF1
Pramel13	PRAMEF15
Pramel13	PRAMEF14
Pramel13	PRAMEF9
Pramel13	PRAMEF13
Pramel13	PRAMEF5
Pramel13	PRAMEF19
Pramel13	PRAMEF2
Pramel13	PRAMEF25
Pramel13	PRAMEF7
Pramel13	PRAMEF33
Pramel13	PRAMEF11
Pramel13	PRAMEF18
Pramel13	PRAMEF27
Pramel13	PRAMEF26
Pramel13	PRAMEF6
Pramel13	PRAMEF4
Pramel13	PRAMEF8
Tnfsf13b	TNFSF13B
	
	
Gm56719	
Gm56740	
	
Gm8676	
	
Asns	ASNS
Gm43285	
	
Myoz2	MYOZ2
Opn3	OPN3
	
Pramel24	PRAMEF12
Pramel24	PRAMEF10
Pramel24	PRAMEF17
Pramel24	PRAMEF20
Pramel24	PRAMEF1
Pramel24	PRAMEF15
Pramel24	PRAMEF14
Pramel24	PRAMEF9
Pramel24	PRAMEF13
Pramel24	PRAMEF5
Pramel24	PRAMEF19
Pramel24	PRAMEF2
Pramel24	PRAMEF25
Pramel24	PRAMEF7
Pramel24	PRAMEF33
Pramel24	PRAMEF11
Pramel24	PRAMEF18
Pramel24	PRAMEF27
Pramel24	PRAMEF26
Pramel24	PRAMEF6
Pramel24	PRAMEF4
Pramel24	PRAMEF8
Alox12	ALOX12
	
	
Pramel1	PRAMEF12
Pramel1	PRAMEF10
Pramel1	PRAMEF17
Pramel1	PRAMEF20
Pramel1	PRAMEF1
Pramel1	PRAMEF15
Pramel1	PRAMEF14
Pramel1	PRAMEF9
Pramel1	PRAMEF13
Pramel1	PRAMEF5
Pramel1	PRAMEF19
Pramel1	PRAMEF2
Pramel1	PRAMEF25
Pramel1	PRAMEF7
Pramel1	PRAMEF33
Pramel1	PRAMEF11
